2025-05-24 14:26:45.643 | INFO     | Core.Chunk.DocChunk:build_chunks:27 - Starting chunk the given documents
2025-05-24 14:30:20.173 | INFO     | Core.Common.Utils:clean_storage:372 - The path ./my_result/multihop-rag/tog_er_graph/relations_vdb does not exist.
2025-05-24 14:30:20.173 | INFO     | Core.Index.BaseIndex:build_index:25 - Building index for input elements
2025-05-24 14:30:20.911 | INFO     | Core.Index.VectorIndex:_update_index:65 - refresh index size is 151
2025-05-24 14:30:21.139 | INFO     | Core.Index.BaseIndex:build_index:28 - Index successfully built and stored.
2025-05-24 14:30:21.139 | INFO     | Core.Index.BaseIndex:build_index:29 - ✅ Finished starting insert entities of the given graph into vector database
2025-05-24 14:30:21.139 | INFO     | Core.GraphRAG:_update_costs_info:205 - Index Building stage cost: Total prompt token: 0, Total completeion token: 0, Total cost: 0.0
2025-05-24 14:30:21.139 | INFO     | Core.GraphRAG:_update_costs_info:207 - Index Building time(s): 2.12
2025-05-24 14:30:21.139 | INFO     | Core.GraphRAG:_build_retriever_context:176 - Building retriever context for the current execution
2025-05-24 14:30:40.221 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.219 | Max budget: $10.000 | Current cost: $0.004, prompt_tokens: 229, completion_tokens: 308
2025-05-24 14:31:05.947 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.226 | Max budget: $10.000 | Current cost: $0.007, prompt_tokens: 493, completion_tokens: 445
2025-05-24 14:31:28.463 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.232 | Max budget: $10.000 | Current cost: $0.006, prompt_tokens: 493, completion_tokens: 388
2025-05-24 14:31:28.463 | INFO     | Core.Retriever.RelationshipRetriever:_find_relevant_relations_by_entity_agent:165 - No relations found by entity: nintendo switch and query: Did Polygon recommend Nintendo Switch games before The Verge suggested a GameStop gift card as a last-minute gift option, which could be used to purchase such games?
2025-05-24 14:31:59.015 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.240 | Max budget: $10.000 | Current cost: $0.008, prompt_tokens: 500, completion_tokens: 528
2025-05-24 14:32:13.086 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.245 | Max budget: $10.000 | Current cost: $0.004, prompt_tokens: 492, completion_tokens: 239
2025-05-24 14:32:13.087 | INFO     | Core.Retriever.RelationshipRetriever:_find_relevant_relations_by_entity_agent:165 - No relations found by entity: gamestop and query: Did Polygon recommend Nintendo Switch games before The Verge suggested a GameStop gift card as a last-minute gift option, which could be used to purchase such games?
2025-05-24 14:32:51.523 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.253 | Max budget: $10.000 | Current cost: $0.009, prompt_tokens: 264, completion_tokens: 669
2025-05-24 14:32:51.523 | INFO     | Core.Retriever.EntitiyRetriever:_find_relevant_entities_by_relationships_agent:155 - All entities are created with equal scores.
2025-05-24 14:33:15.388 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.261 | Max budget: $10.000 | Current cost: $0.007, prompt_tokens: 841, completion_tokens: 399
2025-05-24 14:33:15.389 | INFO     | Core.Query.ToGQuery:query:124 - ToG still not find the answer at depth 1.
2025-05-24 14:33:40.605 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.267 | Max budget: $10.000 | Current cost: $0.007, prompt_tokens: 496, completion_tokens: 431
2025-05-24 14:34:30.708 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.279 | Max budget: $10.000 | Current cost: $0.012, prompt_tokens: 504, completion_tokens: 861
2025-05-24 14:34:42.416 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.283 | Max budget: $10.000 | Current cost: $0.004, prompt_tokens: 504, completion_tokens: 194
2025-05-24 14:35:29.094 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.293 | Max budget: $10.000 | Current cost: $0.010, prompt_tokens: 266, completion_tokens: 803
2025-05-24 14:36:06.803 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.304 | Max budget: $10.000 | Current cost: $0.010, prompt_tokens: 894, completion_tokens: 625
2025-05-24 14:36:06.803 | INFO     | Core.Query.ToGQuery:query:124 - ToG still not find the answer at depth 2.
2025-05-24 14:36:52.211 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.314 | Max budget: $10.000 | Current cost: $0.011, prompt_tokens: 500, completion_tokens: 753
2025-05-24 14:37:16.678 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.321 | Max budget: $10.000 | Current cost: $0.006, prompt_tokens: 504, completion_tokens: 404
2025-05-24 14:37:41.588 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.327 | Max budget: $10.000 | Current cost: $0.006, prompt_tokens: 500, completion_tokens: 411
2025-05-24 14:39:32.656 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.350 | Max budget: $10.000 | Current cost: $0.023, prompt_tokens: 266, completion_tokens: 1845
2025-05-24 14:39:32.656 | INFO     | Core.Retriever.EntitiyRetriever:_find_relevant_entities_by_relationships_agent:155 - All entities are created with equal scores.
2025-05-24 14:39:57.989 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.357 | Max budget: $10.000 | Current cost: $0.008, prompt_tokens: 935, completion_tokens: 400
2025-05-24 14:39:57.989 | INFO     | Core.Query.ToGQuery:query:124 - ToG still not find the answer at depth 3.
2025-05-24 14:39:58.005 | INFO     | Core.Utils.Evaluation:evaluate:184 - Loaded 1 records from ./my_result/multihop-rag/my_test/Results/results.json
2025-05-24 14:39:58.005 | INFO     | Core.Utils.Evaluation:evaluate:185 - Evaluating short-form mode.
2025-05-24 14:39:58.005 | INFO     | Core.Utils.Evaluation:print_eval_matrics:212 - In this evaluation, the following metrics are used:
2025-05-24 14:39:58.005 | INFO     | Core.Utils.Evaluation:print_eval_matrics:213 - accuracy, f1, precision, recall, em
2025-05-24 14:39:58.005 | INFO     | Core.Utils.Evaluation:short_eval:276 - accuracy: 0.0000
2025-05-24 14:39:58.005 | INFO     | Core.Utils.Evaluation:short_eval:277 - Precision: 0.0000
2025-05-24 14:39:58.006 | INFO     | Core.Utils.Evaluation:short_eval:278 - Recall: 0.0000
2025-05-24 14:39:58.006 | INFO     | Core.Utils.Evaluation:short_eval:279 - F1: 0.0000
2025-05-24 14:39:58.006 | INFO     | Core.Utils.Evaluation:short_eval:280 - EM: 0.0000
